pickup_year,pickup_month,pickup_day,trip_distance,RatecodeID,pickup_location,dropoff_location,fare_amount,extra,mta_tax,tolls_amount,improvement_surcharge,tip_amount,total_amount,payment_type,
2016,9,4,2.7,1,163,79,12,0.5,0.5,0,0.3,3,16.3,1,
2016,9,4,0.7,1,79,148,4.5,0.5,0.5,0,0.3,0,5.8,2,
2016,9,4,1.07,1,50,161,7,0.5,0.5,0,0.3,2.08,10.38,1,
2016,9,4,1.76,1,234,230,8,0.5,0.5,0,0.3,0,9.3,2,
2016,9,4,2.58,1,114,230,11,0.5,0.5,0,0.3,3.08,15.38,1,
2016,9,4,1.53,1,79,234,8.5,0.5,0.5,0,0.3,0,9.8,2,
2016,9,4,4.5,1,148,48,17,0.5,0.5,0,0.3,0,18.3,1,
2016,9,4,1.62,1,263,162,7.5,0.5,0.5,0,0.3,1.76,10.56,1,
2016,9,4,5.7,1,249,7,19.5,0.5,0.5,0,0.3,4,24.8,1,
2016,9,4,1.1,1,48,142,6.5,0.5,0.5,0,0.3,0,7.8,2,
2016,9,4,1.63,1,163,236,8,0.5,0.5,0,0.3,0.7,10,1,
2016,9,4,0.9,1,255,112,5,0.5,0.5,0,0.3,0,6.3,2,
2016,9,4,0.51,1,164,100,4,0.5,0.5,0,0.3,1,6.3,1,
2016,9,4,1.68,1,226,83,8,0.5,0.5,0,0.3,0,9.3,2,
2016,9,4,1,1,230,164,6,0.5,0.5,0,0.3,0,7.3,2,
2016,9,4,6.2,1,48,129,21,0.5,0.5,0,0.3,2.5,24.8,1,
2016,9,4,1.6,1,234,161,7,0.5,0.5,0,0.3,2.45,10.75,1,
2016,9,4,1.03,1,148,144,8,0.5,0.5,0,0.3,1.86,11.16,1,
2016,9,4,16.44,1,114,174,47,0.5,0.5,0,0.3,0,48.3,2,
2016,9,4,1.3,1,163,100,6.5,0.5,0.5,0,0.3,0,7.8,2,
2016,9,4,0.93,1,162,164,5.5,0.5,0.5,0,0.3,0,6.8,2,
2016,9,4,0.5,1,232,148,5,0.5,0.5,0,0.3,1.25,7.55,1,
2016,9,4,2,1,114,234,10.5,0.5,0.5,0,0.3,0,11.8,2,
2016,9,4,0.8,1,230,161,6,0.5,0.5,0,0.3,1.45,8.75,1,
2016,9,4,3.83,1,158,65,15.5,0.5,0.5,0,0.3,0,16.8,1,
2016,9,4,0.92,1,234,249,7,0.5,0.5,0,0.3,1.66,9.96,1,
2016,9,4,0.6,1,79,148,7.5,0.5,0.5,0,0.3,1.75,10.55,1,
2016,9,4,1,1,246,48,5.5,0.5,0.5,0,0.3,0,6.8,2,
2016,9,4,1,1,246,186,5.5,0.5,0.5,0,0.3,1,7.8,1,
2016,9,4,1.44,1,230,170,7.5,0.5,0.5,0,0.3,0,8.8,2,
2016,9,4,1.71,1,48,237,9,0.5,0.5,0,0.3,2.06,12.36,1,
2016,9,4,4.38,1,107,239,15,0.5,0.5,0,0.3,0,16.3,2,
2016,9,4,10.3,1,164,235,31.5,0.5,0.5,0,0.3,6.55,39.35,1,
2016,9,4,0.39,1,143,239,3.5,0.5,0.5,0,0.3,0,4.8,1,
2016,9,4,5.38,1,164,52,18,0.5,0.5,0,0.3,3.86,23.16,1,
2016,9,4,0.43,1,151,151,4,0.5,0.5,0,0.3,1,6.3,1,
2016,9,4,4.71,1,112,102,16,0.5,0.5,0,0.3,0,17.3,2,
2016,9,4,2.6,1,79,229,11,0.5,0.5,0,0.3,2.45,14.75,1,
2016,9,4,1.7,1,164,114,8.5,0.5,0.5,0,0.3,0,9.8,2,
2016,9,4,2.49,1,158,230,11.5,0.5,0.5,0,0.3,0,12.8,2,
2016,9,4,0.9,1,144,148,7,0.5,0.5,0,0.3,1.65,9.95,1,
2016,9,4,0.6,1,148,114,5.5,0.5,0.5,0,0.3,2,8.8,1,
2016,9,4,9.19,1,255,89,27,0.5,0.5,0,0.3,5.66,35.91,1,
2016,9,4,2.87,1,107,125,12,0.5,0.5,0,0.3,0,13.3,2,
2016,9,4,3.99,1,262,79,13.5,0.5,0.5,0,0.3,2.96,17.76,1,
2016,9,4,3.68,1,79,236,13,0.5,0.5,0,0.3,2.86,17.16,1,
2016,9,4,1.1,1,234,233,6.5,0.5,0.5,0,0.3,1,8.8,1,
2016,9,4,1.9,1,48,239,7.5,0.5,0.5,0,0.3,3,11.8,1,
2016,9,4,5.58,1,141,256,21,0.5,0.5,0,0.3,0,22.3,1,
2016,9,4,5.91,1,238,79,19.5,0.5,0.5,0,0.3,3,23.8,1,
2016,9,4,1.47,1,144,107,7,0.5,0.5,0,0.3,1.66,9.96,1,
2016,9,4,2.1,1,158,148,12,0.5,0.5,0,0.3,1,14.3,1,
2016,9,4,10,1,186,89,31,0.5,0.5,0,0.3,0,32.3,1,
2016,9,4,5.83,1,79,239,20.5,0.5,0.5,0,0.3,0,21.8,2,
2016,9,4,2.57,1,164,148,11,0.5,0.5,0,0.3,3.69,15.99,1,
2016,9,4,14.05,1,113,14,40,0.5,0.5,0,0.3,2,43.3,1,
2016,9,4,4.3,1,107,145,16,0.5,0.5,0,0.3,1.5,18.8,1,
2016,9,4,2.22,1,143,236,9.5,0.5,0.5,0,0.3,1.2,12,1,
2016,9,4,1.76,1,239,151,7.5,0.5,0.5,0,0.3,0,8.8,2,
2016,9,4,2.14,1,246,162,9.5,0.5,0.5,0,0.3,1.5,12.3,1,
2016,9,4,0.1,3,100,100,20.5,0.5,0,0,0.3,0,21.3,3,
2016,9,4,4.7,1,229,129,20.5,0.5,0.5,0,0.3,0,21.8,2,
2016,9,4,3.3,1,170,239,12,0.5,0.5,0,0.3,0,13.3,2,
2016,9,4,1.9,1,68,162,9.5,0.5,0.5,0,0.3,0,10.8,2,
2016,9,4,2.2,1,142,229,9.5,0.5,0.5,0,0.3,2.15,12.95,1,
2016,9,4,2.71,1,249,163,11,0.5,0.5,0,0.3,0,12.3,2,
2016,9,4,13.77,1,48,26,40.5,0.5,0.5,0,0.3,0,41.8,1,
2016,9,4,0.5,1,68,48,4.5,0.5,0.5,0,0.3,1.15,6.95,1,
2016,9,4,3.6,1,107,255,14.5,0.5,0.5,0,0.3,3.15,18.95,1,
2016,9,4,1.5,1,162,141,6.5,0.5,0.5,0,0.3,0,7.8,2,
2016,9,4,8.19,1,68,195,25,0.5,0.5,0,0.3,0,26.3,1,
2016,9,4,2.72,1,79,48,12.5,0.5,0.5,0,0.3,0,13.8,2,
2016,9,4,1.38,1,230,137,8,0.5,0.5,0,0.3,1.86,11.16,1,
2016,9,4,2.3,1,158,137,11.5,0.5,0.5,0,0.3,0,12.8,2,
2016,9,4,1.1,1,162,237,5.5,0.5,0.5,0,0.3,1.2,8,1,
2016,9,4,2.2,1,90,148,9,0.5,0.5,0,0.3,2.5,12.8,1,
2016,9,4,4.15,1,263,226,13.5,0.5,0.5,0,0.3,0,14.8,1,
2016,9,4,2.4,1,68,144,11.5,0.5,0.5,0,0.3,0,12.8,2,
2016,9,4,0,1,68,68,3,0.5,0.5,0,0.3,0,4.3,2,
2016,9,4,2.51,1,144,256,10.5,0.5,0.5,0,0.3,0,11.8,1,
2016,9,4,2.5,1,163,107,10,0.5,0.5,0,0.3,0,11.3,2,
2016,9,4,4.3,1,48,74,14,0.5,0.5,0,0.3,4.55,19.85,1,
2016,9,4,3.9,1,249,143,14.5,0.5,0.5,0,0.3,3.16,18.96,1,
2016,9,4,5.4,1,48,116,18.5,0.5,0.5,0,0.3,3.96,23.76,1,
2016,9,4,0.81,1,249,234,6,0.5,0.5,0,0.3,0,7.3,2,
2016,9,4,1.1,1,114,148,8.5,0.5,0.5,0,0.3,1.95,11.75,1,
2016,9,4,2.6,1,158,230,11,0.5,0.5,0,0.3,0,12.3,2,
2016,9,4,3.7,1,90,261,13,0.5,0.5,0,0.3,0,14.3,2,
2016,9,4,1.02,1,264,264,7,0.5,0.5,0,0.3,1.66,9.96,1,
2016,9,4,1.1,1,48,163,6.5,0.5,0.5,0,0.3,0,7.8,2,
2016,9,4,3.2,1,42,235,11.5,0.5,0.5,0,0.3,0,12.8,2,
2016,9,4,11.26,1,148,244,32,0.5,0.5,0,0.3,6.66,39.96,1,
2016,9,4,0.5,1,164,170,4.5,0.5,0.5,0,0.3,1.16,6.96,1,
2016,9,4,1,1,158,234,6.5,0.5,0.5,0,0.3,0,7.8,2,
2016,9,4,2.26,1,17,37,10,0.5,0.5,0,0.3,2.26,13.56,1,
2016,9,4,2,1,114,137,9.5,0.5,0.5,0,0.3,2.16,12.96,1,
2016,9,4,1.4,1,68,79,9,0.5,0.5,0,0.3,2.05,12.35,1,
2016,9,4,2.7,1,45,170,12.5,0.5,0.5,0,0.3,2.75,16.55,1,
2016,9,4,0.1,1,48,48,2.5,0.5,0.5,0,0.3,1.1,4.9,1,
2016,9,4,8.6,1,107,244,27.5,0.5,0.5,0,0.3,5.75,34.55,1,
2016,9,4,0.08,1,100,100,2.5,0.5,0.5,0,0.3,0,3.8,2,
2016,9,4,2.77,1,80,17,12,0.5,0.5,0,0.3,1.7,15,1,
2016,9,4,1.19,1,256,17,6.5,0.5,0.5,0,0.3,3,10.8,1,
2016,9,4,14.92,1,179,200,40.5,0.5,0.5,0,0.3,0,41.8,2,
2016,9,4,11.86,1,88,116,34,0.5,0.5,0,0.3,0,35.3,1,
2016,9,4,1.45,1,186,114,7.5,0.5,0.5,0,0.3,1.76,10.56,1,
2016,9,4,0.6,1,100,170,4.5,0.5,0.5,0,0.3,0,5.8,2,
2016,9,4,1.32,1,48,162,7,0.5,0.5,0,0.3,0,8.3,2,
2016,9,4,5.55,1,166,246,18.5,0.5,0.5,0,0.3,2,21.8,1,
2016,9,4,0.97,1,107,162,5,0.5,0.5,0,0.3,1.26,7.56,1,
2016,9,4,7.1,1,256,196,24.5,0.5,0.5,0,0.3,2,27.8,1,
2016,9,4,0.3,1,68,90,3.5,0.5,0.5,0,0.3,0,4.8,2,
2016,9,4,2.7,1,264,264,13,0.5,0.5,0,0.3,0,14.3,2,
2016,9,4,1.17,1,79,137,6,0.5,0.5,0,0.3,1.46,8.76,1,
2016,9,4,0.7,1,107,224,5,0.5,0.5,0,0.3,0,6.3,2,
2016,9,4,0.6,1,79,79,4,0.5,0.5,0,0.3,1.05,6.35,1,
2016,9,4,0.6,1,255,256,4.5,0.5,0.5,0,0.3,1.15,6.95,1,
2016,9,4,5.5,1,90,7,19.5,0.5,0.5,0,0.3,3,23.8,1,
2016,9,4,3.37,1,79,209,13.5,0.5,0.5,0,0.3,0,14.8,1,
2016,9,4,2.39,1,114,233,9.5,0.5,0.5,0,0.3,2.16,12.96,1,
2016,9,4,4,1,97,61,15,0.5,0.5,0,0.3,0,16.3,2,
2016,9,4,1.5,1,186,161,7.5,0.5,0.5,0,0.3,2,10.8,1,
2016,9,4,0.78,1,263,141,4.5,0.5,0.5,0,0.3,1.16,6.96,1,
2016,9,4,1.72,1,246,48,7,0.5,0.5,0,0.3,1.66,9.96,1,
2016,9,4,0.4,1,113,107,4,0.5,0.5,0,0.3,0,5.3,2,
2016,9,4,4.2,1,100,7,17.5,0.5,0.5,0,0.3,0,18.8,2,
2016,9,4,1.91,1,224,186,9.5,0.5,0.5,0,0.3,1,11.8,1,
2016,9,4,0.84,1,141,229,5,0.5,0.5,0,0.3,0,6.3,2,
2016,9,4,4.36,1,162,41,15,0.5,0.5,0,0.3,0,16.3,2,
2016,9,4,1.5,1,231,261,6.5,0.5,0.5,0,0.3,0,7.8,2,
2016,9,4,1.1,1,158,246,6,0.5,0.5,0,0.3,1.45,8.75,1,
2016,9,4,0.9,1,100,233,6.5,0.5,0.5,0,0.3,1,8.8,1,
2016,9,4,2.74,1,230,79,10.5,0.5,0.5,0,0.3,0,11.8,2,
2016,9,4,1.02,1,231,114,5.5,0.5,0.5,0,0.3,0,6.8,2,
2016,9,4,0.7,1,237,141,5,0.5,0.5,0,0.3,1.26,7.56,1,
2016,9,4,9.01,1,140,189,27,0.5,0.5,0,0.3,5.66,33.96,1,
2016,9,4,3.3,1,246,45,14,0.5,0.5,0,0.3,3.05,18.35,1,
2016,9,4,17.5,1,79,124,49,0.5,0.5,0,0.3,0,50.3,2,
2016,9,4,1.5,1,114,231,7,0.5,0.5,0,0.3,1.49,9.79,1,
2016,9,4,4.2,1,246,24,13,0.5,0.5,0,0.3,2.57,16.87,1,
2016,9,4,3.02,1,107,50,11.5,0.5,0.5,0,0.3,0,12.8,2,
2016,9,4,1.53,1,82,160,6.5,0.5,0.5,0,0.3,0,7.8,2,
2016,9,4,1.45,1,125,261,6.5,0.5,0.5,0,0.3,0,7.8,2,
2016,9,4,3.04,1,48,114,11,0.5,0.5,0,0.3,2.46,14.76,1,
2016,9,4,6.02,1,162,129,19.5,0.5,0.5,0,0.3,0,20.8,2,
2016,9,4,2.4,1,256,4,10.5,0.5,0.5,0,0.3,0,11.8,2,
2016,9,4,0.9,1,144,79,6,0.5,0.5,0,0.3,1.45,8.75,1,
2016,9,4,0.7,1,162,230,5,0.5,0.5,0,0.3,0,6.3,2,
2016,9,4,0.3,1,230,161,4,0.5,0.5,0,0.3,1.3,6.6,1,
2016,9,4,2.38,1,90,48,10.5,0.5,0.5,0,0.3,0,11.8,2,
2016,9,4,2.7,1,164,231,13.5,0.5,0.5,0,0.3,0,14.8,2,
2016,9,4,4.11,1,114,25,15.5,0.5,0.5,0,0.3,3.36,20.16,1,
2016,9,4,0.83,1,79,148,5.5,0.5,0.5,0,0.3,1,7.8,1,
2016,9,4,1.62,1,163,107,7.5,0.5,0.5,0,0.3,0,8.8,2,
2016,9,4,0.73,1,148,45,5.5,0.5,0.5,0,0.3,0,6.8,2,
2016,9,4,9.2,1,230,243,28.5,0.5,0.5,0,0.3,0,29.8,2,
2016,9,4,0.7,1,114,148,5.5,0.5,0.5,0,0.3,1.35,8.15,1,
2016,9,4,2.49,1,140,239,10,0.5,0.5,0,0.3,0,11.3,2,
2016,9,4,0.79,1,114,148,5,0.5,0.5,0,0.3,0,6.3,2,
2016,9,4,1.73,1,158,107,8.5,0.5,0.5,0,0.3,0,9.8,1,
2016,9,4,7.24,1,249,41,25,0.5,0.5,0,0.3,5.26,31.56,1,
2016,9,4,1,1,144,231,6.5,0.5,0.5,0,0.3,1.95,9.75,1,
2016,9,4,1,1,246,50,5.5,0.5,0.5,0,0.3,0,6.8,3,
2016,9,4,2.4,1,233,68,13,0.5,0.5,0,0.3,1.5,15.8,1,
2016,9,4,1.5,1,161,236,6.5,0.5,0.5,0,0.3,1.55,9.35,1,
2016,9,4,1,1,249,211,6,0.5,0.5,0,0.3,0,7.3,2,
2016,9,4,3.6,1,48,79,15,0.5,0.5,0,0.3,4.05,20.35,1,
2016,9,4,1.03,1,148,113,6.5,0.5,0.5,0,0.3,1.56,9.36,1,
2016,9,4,8.3,1,243,50,23.5,0.5,0.5,0,0.3,0,24.8,1,
2016,9,4,1.3,1,249,90,5.5,0.5,0.5,0,0.3,0,6.8,1,
2016,9,4,2.14,1,148,256,8.5,0.5,0.5,0,0.3,0,9.8,2,
2016,9,4,0.56,1,107,224,4,0.5,0.5,0,0.3,0,5.3,2,
2016,9,4,2.63,1,162,262,9,0.5,0.5,0,0.3,2.06,12.36,1,
2016,11,1,4.36,1,90,262,15.5,0.5,0.5,0,0.3,3.36,20.16,1,
2016,11,1,0.68,1,140,237,6.5,1,0.5,0,0.3,1.24,9.54,1,
2016,11,1,16.75,2,132,170,52,4.5,0.5,5.54,0.3,12.57,75.41,1,
2016,11,1,2.55,1,186,231,11.5,1,0.5,0,0.3,0,13.3,1,
2016,11,1,0.4,1,162,164,5.5,1,0.5,0,0.3,0,7.3,1,
2016,11,1,0.7,1,107,164,5,0.5,0.5,0,0.3,1,7.3,1,
2016,11,1,2.3,1,170,45,12.5,0.5,0.5,0,0.3,0,13.8,2,
2016,11,1,1.15,1,163,186,7,0.5,0.5,0,0.3,0,8.3,2,
2016,11,1,2.55,1,249,142,13,0.5,0.5,0,0.3,2.86,17.16,1,
2016,11,1,0.8,1,162,48,5.5,0.5,0.5,0,0.3,0,6.8,2,
2016,11,1,1.27,1,68,68,6,0.5,0.5,0,0.3,1.46,8.76,1,
2016,11,1,0.8,1,170,170,5.5,0.5,0.5,0,0.3,1.35,8.15,1,
2016,11,1,0.97,1,234,90,7,0.5,0.5,0,0.3,0,8.3,2,
2016,11,1,1.97,1,163,43,8.5,0.5,0.5,0,0.3,1.5,11.3,1,
2016,11,1,6.89,1,48,217,24.5,0.5,0.5,0,0.3,0,25.8,2,
2016,11,1,7.95,1,230,129,25,0.5,0.5,0,0.3,7.89,34.19,1,
2016,11,1,0.81,1,100,230,6,0.5,0.5,0,0.3,1.82,9.12,1,
2016,11,1,7.8,1,62,216,24.5,0.5,0.5,0,0.3,0,25.8,2,
2016,11,1,1.7,1,48,238,7.5,0.5,0.5,0,0.3,1.75,10.55,1,
2016,11,1,0,5,264,177,37.8,0,0,0,0.3,0,38.1,2,
2016,11,1,0.8,1,79,234,6.5,0.5,0.5,0,0.3,0,7.8,2,
2016,11,1,4.17,1,79,142,16,0.5,0.5,0,0.3,0,17.3,1,
2016,11,1,6.16,1,234,74,19.5,0.5,0.5,0,0.3,0,20.8,2,
2016,11,1,1.5,1,142,161,9,0.5,0.5,0,0.3,0,10.3,2,
2016,11,1,3.45,1,148,170,17.5,0.5,0.5,0,0.3,3.76,22.56,1,
2016,11,1,3.41,1,114,230,16.5,0.5,0.5,0,0.3,3.56,21.36,1,
2016,11,1,3.99,1,263,48,13.5,0.5,0.5,0,0.3,0,14.8,2,
2016,11,1,4.87,1,186,7,16.5,0.5,0.5,0,0.3,4.45,22.25,1,
2016,11,1,8.35,1,162,95,24.5,0.5,0.5,0,0.3,0,25.8,1,
2016,11,1,15.64,2,132,233,52,0,0.5,5.54,0.3,11.67,70.01,1,
2016,11,1,0.2,1,68,158,3,0.5,0.5,0,0.3,0,4.3,2,
2016,11,1,0.8,1,249,68,8,0.5,0.5,0,0.3,0,9.3,2,
2016,11,1,2.7,1,249,48,12,0.5,0.5,0,0.3,16.7,30,1,
2016,11,1,1.1,1,68,48,8,0.5,0.5,0,0.3,1.85,11.15,1,
2016,11,1,0.8,1,234,90,6,0.5,0.5,0,0.3,0,7.3,2,
2016,11,1,1.9,1,79,144,12.5,0.5,0.5,0,0.3,2.75,16.55,1,
2016,11,1,3.11,1,114,80,13,0.5,0.5,0,0.3,0,14.3,2,
2016,11,1,2.5,1,249,164,12.5,0.5,0.5,0,0.3,2.75,16.55,1,
2016,11,1,1,1,142,163,7.5,0.5,0.5,0,0.3,1.75,10.55,1,
2016,11,1,2.2,1,100,79,10,0.5,0.5,0,0.3,1,12.3,1,
2016,11,1,7.08,1,158,17,23.5,0.5,0.5,0,0.3,0,24.8,2,
2016,11,1,2.12,1,68,231,13.5,0.5,0.5,0,0.3,1,15.8,1,
2016,11,1,2.65,1,263,230,10,0.5,0.5,0,0.3,2.26,13.56,1,
2016,11,1,1.4,1,224,148,9.5,0.5,0.5,0,0.3,1.05,11.85,1,
2016,11,1,1.1,1,75,141,5,0.5,0.5,0,0.3,0,6.3,2,
2016,11,1,1.5,1,162,107,7,0.5,0.5,0,0.3,2.05,10.35,1,
2016,11,1,6.1,1,234,41,24,0.5,0.5,0,0.3,5.06,30.36,1,
2016,11,1,3.93,1,79,141,13,0.5,0.5,0,0.3,0,14.3,2,
2016,11,1,17.74,2,132,48,52,0,0.5,5.54,0.3,11.67,70.01,1,
2016,11,1,2.32,1,45,4,12.5,0.5,0.5,0,0.3,2.76,16.56,1,
2016,11,1,1.66,1,24,42,8,0.5,0.5,0,0.3,1.86,11.16,1,
2016,11,1,1.8,1,68,230,10,0.5,0.5,0,0.3,3.35,14.65,1,
2016,11,1,1.3,1,249,114,14.5,0.5,0.5,0,0.3,0,15.8,2,
2016,11,1,1.82,1,234,148,11,0.5,0.5,0,0.3,0,12.3,2,
2016,11,1,2.6,1,42,168,10.5,0.5,0.5,0,0.3,2.35,14.15,1,
2016,11,1,2.06,1,65,211,7.5,0.5,0.5,0,0.3,0,8.8,1,
2016,11,1,1.6,1,229,263,7.5,0.5,0.5,0,0.3,2.6,11.4,1,
2016,11,1,3,1,230,224,12.5,0.5,0.5,0,0.3,0,13.8,2,
2016,11,1,3.28,1,230,75,11.5,0.5,0.5,0,0.3,0,12.8,1,
2016,11,1,0.55,1,140,140,4,0.5,0.5,0,0.3,1.32,6.62,1,
2016,11,1,1.18,1,112,255,7.5,0.5,0.5,0,0.3,1.76,10.56,1,
2016,11,1,3.8,1,170,7,15,0.5,0.5,0,0.3,3.25,19.55,1,
2016,11,1,0.5,1,114,249,9,0.5,0.5,0,0,0,10,2,
2016,11,1,5.93,1,229,82,20.5,0.5,0.5,0,0.3,0,21.8,2,
2016,11,1,0.24,1,100,100,3.5,0.5,0.5,0,0.3,0,4.8,2,
2016,11,1,20.11,2,132,231,52,0,0.5,0,0.3,10.56,63.36,1,
2016,11,1,1.74,1,141,233,7,0.5,0.5,0,0.3,1,9.3,1,
2016,11,1,11.26,1,261,244,34,0.5,0.5,0,0.3,0,35.3,2,
2016,11,1,0.9,1,163,162,5.5,0.5,0.5,0,0.3,1.36,8.16,1,
2016,11,1,4.91,1,48,179,16.5,0.5,0.5,0,0.3,3.56,21.36,1,
2016,11,1,2.6,1,68,161,11.5,0.5,0.5,0,0.3,0,12.8,2,
2016,11,1,1.02,1,263,75,5.5,0.5,0.5,0,0.3,1.36,8.16,1,
2016,11,1,0.72,1,79,4,6,0.5,0.5,0,0.3,0,7.3,2,
2016,11,1,1.05,1,246,48,5,0.5,0.5,0,0.3,1.89,8.19,1,
2016,11,1,1.1,1,79,137,7,0.5,0.5,0,0.3,1.65,9.95,1,
2016,11,1,2.43,1,249,13,10,0.5,0.5,0,0.3,2,13.3,1,
2016,11,1,2.04,1,79,249,17,0.5,0.5,0,0.3,0,18.3,1,
2016,11,1,4.71,1,87,170,16,0.5,0.5,0,0.3,3.46,20.76,1,
2016,11,1,5.66,1,79,163,31,0.5,0.5,0,0.3,0,32.3,2,
2016,11,1,2.16,1,79,261,9.5,0.5,0.5,0,0.3,1.25,12.05,1,
2016,11,1,3.8,1,13,100,14,0.5,0.5,0,0.3,0,15.3,2,
2016,11,1,2.5,1,236,170,9.5,0.5,0.5,0,0.3,0,10.8,2,
2016,11,1,5.02,1,48,116,17.5,0.5,0.5,0,0.3,0,18.8,2,
2016,11,1,1.65,1,79,45,9.5,0.5,0.5,0,0.3,1,11.8,1,
2016,11,1,2.65,1,79,68,12,0.5,0.5,0,0.3,0,13.3,2,
2016,11,1,2.5,1,164,231,11,0.5,0.5,0,0.3,2.45,14.75,1,
2016,11,1,0.6,1,246,246,4,0.5,0.5,0,0.3,0,5.3,2,
2016,11,1,0.64,1,230,100,4.5,0.5,0.5,0,0.3,5,10.8,1,
2016,11,1,4.55,1,234,25,18.5,0.5,0.5,0,0.3,3.96,23.76,1,
2016,11,1,3.86,1,229,79,15,0.5,0.5,0,0.3,0,16.3,2,
2016,11,1,1.3,1,137,100,7,0.5,0.5,0,0.3,0,8.3,1,
2016,11,1,2,1,79,90,9.5,0.5,0.5,0,0.3,1,11.8,1,
2016,11,1,2.7,1,100,79,11.5,0.5,0.5,0,0.3,2.55,15.35,1,
2016,11,1,1.84,1,170,141,7.5,0.5,0.5,0,0.3,1.76,10.56,1,
2016,11,1,0.67,1,79,148,5,0.5,0.5,0,0.3,1.26,7.56,1,
2016,11,1,2.63,1,186,141,10,0.5,0.5,0,0.3,2.82,14.12,1,
2016,11,1,4.6,1,264,264,16.5,0,0.5,0,0.3,2.2,19.5,1,
2016,11,1,2.2,1,264,236,8,0.5,0.5,0,0.3,1.5,10.8,1,
2016,11,1,1.6,1,217,37,7.5,0.5,0.5,0,0.3,3,11.8,1,
2016,11,1,2.12,1,230,68,10.5,0.5,0.5,0,0.3,0,11.8,2,
2016,11,1,1.71,1,68,107,9,0.5,0.5,0,0.3,0.5,10.8,1,
2016,11,1,1.2,1,164,113,8.5,0.5,0.5,0,0.3,1.96,11.76,1,
2016,11,1,1.81,1,148,158,9,0.5,0.5,0,0.3,2.06,12.36,1,
2016,11,1,6.22,1,79,7,22.5,0.5,0.5,0,0.3,4.76,28.56,1,
2016,11,1,0.84,1,48,163,5,0.5,0.5,0,0.3,0.63,6.93,1,
2016,11,1,1.4,1,249,231,8,0.5,0.5,0,0.3,2.3,11.6,1,
2016,11,1,0.79,1,144,148,7,0.5,0.5,0,0.3,1.66,9.96,1,
2016,11,1,18.31,2,132,68,52,0,0.5,5.54,0.3,11.67,70.01,1,
2016,11,1,0.6,1,249,158,5,0.5,0.5,0,0.3,1,7.3,1,
2016,11,1,5.1,1,249,262,21.5,0.5,0.5,0,0.3,4.56,27.36,1,
2016,11,1,0.99,1,79,249,9,0.5,0.5,0,0.3,2.58,12.88,1,
2016,11,1,3.92,1,186,262,14.5,0.5,0.5,0,0.3,2.2,18,1,
2016,11,1,1.58,1,79,170,7.5,0.5,0.5,0,0.3,0,8.8,2,
2016,11,1,20.3,1,170,206,58,0.5,0.5,11.08,0.3,14.05,84.43,1,
2016,11,1,1.14,1,239,151,5,0.5,0.5,0,0.3,0,6.3,2,
2016,11,1,0.6,1,100,50,5.5,0.5,0.5,0,0.3,1.35,8.15,1,
2016,11,1,0.9,1,113,211,5.5,0.5,0.5,0,0.3,1.35,8.15,1,
2016,11,1,0.89,1,163,229,6,0.5,0.5,0,0.3,1,8.3,1,
2016,11,1,3.75,1,79,261,13,0.5,0.5,0,0.3,0,14.3,2,
2016,11,1,2.34,1,148,164,11,0.5,0.5,0,0.3,0,12.3,2,
2016,11,1,0.46,1,230,48,3.5,0.5,0.5,0,0.3,0.96,5.76,1,
2016,11,1,2.6,1,249,13,11.5,0.5,0.5,0,0.3,2.55,15.35,1,
2016,11,1,5,1,48,7,20,0.5,0.5,0,0.3,3.2,24.5,1,
2016,11,1,2.3,1,226,179,10,0.5,0.5,0,0.3,3.35,14.65,1,
2016,11,1,8.1,1,100,173,30,0.5,0.5,0,0.3,0,31.3,2,
2016,11,1,1.72,1,244,247,7.5,0.5,0.5,0,0.3,0,8.8,2,
2016,11,1,8.25,1,48,243,25,0.5,0.5,0,0.3,5.26,31.56,1,
2016,11,1,0.5,1,158,249,4.5,0.5,0.5,0,0.3,1.7,7.5,1,
2016,11,1,2.64,1,239,48,11,0.5,0.5,0,0.3,2.46,14.76,1,
2016,11,1,4.2,1,163,144,15.5,0.5,0.5,0,0.3,1,17.8,1,
2016,11,1,1.23,1,246,230,6,0.5,0.5,0,0.3,1.82,9.12,1,
2016,11,1,2.72,1,43,238,12.5,0.5,0.5,0,0.3,2.76,16.56,1,
2016,11,1,6.49,1,264,264,20,0.5,0.5,0,0.3,0,21.3,2,
